;Ementa;Currículo;Disciplina;Turma;Nome da Disciplina;Horas  Aula;Vagas  Ofertadas;Vagas  Ocupadas;Alunos  Especiais;Saldo  Vagas;Pedidos  sem vaga;Horários;Professor;HorasAula;VagasOfertadas;VagasOcupadas;AlunosEspeciais;SaldoVagas;Pedidossem vaga
2413;;;EMC5555;13233;Estágio Supervisionado 5[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;2.0820-4 / AUX-ESTAG2.1420-4 / AUX-ESTAG3.0820-4 / AUX-ESTAG3.1420-4 / AUX-ESTAG4.0820-4 / AUX-ESTAG4.1420-4 / AUX-ESTAG5.0820-4 / AUX-ESTAG5.1420-4 / AUX-ESTAG6.0820-4 / AUX-ESTAG6.1420-4 / AUX-ESTAG;Orestes Estevan AlarconPaulo Antonio Pereira WendhausenCristiano BinderFabio Antonio Xavier;280.0;22.0;12.0;0.0;10;
2414;;;EMC5556;15233;Estágio Supervisionado 6[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;2.0820-4 / AUX-ESTAG2.1420-4 / AUX-ESTAG3.0820-4 / AUX-ESTAG3.1420-4 / AUX-ESTAG4.0820-4 / AUX-ESTAG4.1420-4 / AUX-ESTAG5.0820-4 / AUX-ESTAG5.1420-4 / AUX-ESTAG6.0820-4 / AUX-ESTAG6.1420-4 / AUX-ESTAG;Sonia Maria Hickel ProbstRegis Henrique Gonçalves e SilvaFabio Antonio Xavier;280.0;19.0;18.0;0.0;1;
2415;;;EMC5557;14233;Iniciação Cientifica[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;;Dylton do Vale Pereira Filho;18.0;12.0;9.0;0.0;3;
2416;;;EMC5706;14233;Materiais Compósitos[Cancelada]*ENGENHARIA DE MATERIAIS;;;;;;;2.0820-4 / AUX-ALOCAR;Hazim Ali Al Qureshi;56.0;0.0;0.0;0.0;LOTADA;
2417;;;EMC5714;04233;Mecanismos de Deformação e Fratura[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;3.1830-2 / CTC-EEL0085.1420-2 / CTC-CTC106;Bruno Alexandre Pacheco de Castro Henriques;56.0;40.0;4.0;0.0;36;
2418;;;EMC5715;04233;Metais Ferrosos e Não Ferrosos[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;2.1330-2 / CTC-CTC2054.1620-2 / CTC-CTC106;Antonio Pedro Novaes de Oliveira;56.0;40.0;4.0;0.0;36;
2419;;;EMC5717;10233;Materiais Cerâmicos[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;2.1420-2 / CTC-CTC3055.1420-2 / CTC-CTC103;Marcio Celso Fredel;56.0;40.0;40.0;0.0;LOTADA;1.0
2420;;;EMC5725;10233;Metodologia de Projeto[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;2.1010-2 / CSE-CSE2143.1620-2 / CTC-CTC113;Fernando Antonio Forcellini;56.0;40.0;40.0;0.0;LOTADA;
2421;;;EMC5726;10233;Ferramentas da Qualidade[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;5.1620-2 / CTC-CTC303;Mateus Barancelli Schwedersky;28.0;40.0;40.0;0.0;LOTADA;
2422;;;EMC5727;12233;Teoria do Conhecimento para Engenharia de Materiais[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;3.0820-4 / CTC-EEL008;Irlan Von LinsingenLuiz Teixeira do Vale Pereira;56.0;38.0;26.0;0.0;12;
2423;;;EMC5729;12233;Modelagem Matemática[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;2.1620-2 / CTC-EEL0104.1620-2 / CTC-EEL010;Sergio Yesid Gómez González;56.0;40.0;19.0;0.0;21;
2424;;;EMC5730;04233;Métodos Estatísticos para Engenharia de Materiais[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;3.1620-2 / CTC-EEL0035.1620-2 / CTC-CTC206;Marcelo Menezes Reis;56.0;39.0;0.0;0.0;39;
2425;;;EMC5734;04233;Propriedades Mecânicas[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;4.1420-2 / CTC-CTC106;Marcio Celso Fredel;28.0;40.0;1.0;0.0;39;
2426;;;EMC5742;06233;Conformação Mecânica[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;3.1330-3 / CTC-CTC106;Mateus Barancelli Schwedersky;42.0;40.0;13.0;0.0;27;
2427;;;EMC5743;06233;Soldagem, Usinagem e Fundição[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;5.1330-3 / CTC-EEL0036.1330-2 / CTC-CTC103;Carlos Enrique Nino BohorquezFabio Antonio Xavier;70.0;40.0;4.0;0.0;36;
2428;;;EMC5746;04233;Materiais Vítreos[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;3.1330-3 / CTC-EEL003;Antonio Pedro Novaes de Oliveira;42.0;41.0;2.0;0.0;39;
2429;;;EMC5771;12233;Trabalho de Graduação em Engenharia de Materiais 1[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;2.1420-2 / CTC-EEL008;Dylton do Vale Pereira Filho;28.0;38.0;9.0;0.0;29;
2430;;;EMC5772;14233;Trabalho de Graduação em Engenharia de Materiais 2[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;5.1830-4 / AUX-LIVRE6.1830-4 / AUX-LIVRE;Dylton do Vale Pereira Filho;112.0;21.0;16.0;0.0;5;
2431;;;EMC5791;14233;Tópicos Especiais em Materiais 1[Cancelada]*ENGENHARIA DE MATERIAIS;;;;;;;;Sonia Maria Hickel Probst;56.0;0.0;0.0;0.0;LOTADA;
2432;;;EMC5792;14233;Tópicos Especiais em Materiais 2[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;2.1830-2 / CTC-CTC1135.1010-2 / CTC-CTC112;Cristiano Binder;56.0;24.0;10.0;0.0;14;
2433;;;EMC5793;14233;Tópicos Especiais em Materiais 3[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;3.1330-3 / CSE-CSE007;Paulo Antonio Pereira Wendhausen;54.0;15.0;3.0;0.0;12;
2434;;;EMC5796;14233;Tópicos Especiais em Materiais 6*ENGENHARIA DE MATERIAIS;;;;;;;6.1420-2 / AUX-ALOCAR;;28.0;10.0;2.0;0.0;8;
2435;;;EMC5797;14233;Tópicos Especiais em Materiais 7[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;4.0910-3 / CTC-LSOLDA;Mateus Barancelli Schwedersky;42.0;22.0;12.0;0.0;10;
2436;;;EMC5950;10203;Programa de Intercâmbio I*ENGENHARIA MECÂNICA;;;;;;;;Carlos Enrique Nino Bohorquez;0.0;80.0;2.0;0.0;78;
2437;;;EMC5950;14233;Programa de Intercâmbio I[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;;Dylton do Vale Pereira Filho;0.0;12.0;8.0;0.0;4;
2438;;;EMC5951;10203;Programa de Intercâmbio II*ENGENHARIA MECÂNICA;;;;;;;;Carlos Enrique Nino Bohorquez;0.0;80.0;8.0;0.0;72;
2439;;;EMC5951;14233;Programa de Intercâmbio II[Reservada Curso]*ENGENHARIA DE MATERIAIS;;;;;;;;Dylton do Vale Pereira Filho;0.0;22.0;4.0;0.0;18;
2440;;;EMC5952;10203;Programa de Intercâmbio III*ENGENHARIA MECÂNICA;;;;;;;;Carlos Enrique Nino Bohorquez;0.0;80.0;0.0;0.0;80;
2441;;;EMC5953;10203;Programa de Intercâbio IV*ENGENHARIA MECÂNICA;;;;;;;;Carlos Enrique Nino Bohorquez;0.0;80.0;3.0;0.0;77;
2442;;;EMC5954;10203;Programa de Intercâmbio V*ENGENHARIA MECÂNICA;;;;;;;;Carlos Enrique Nino Bohorquez;0.0;80.0;0.0;0.0;80;
2443;;;EMC6551;06236;Estágio Supervisionado 1[Reservada Curso]*ENGENHARIA DE MATERIAIS [Semestral];;;;;;;2.0820-4 / AUX-ESTAG2.1420-4 / AUX-ESTAG3.0820-4 / AUX-ESTAG3.1420-4 / AUX-ESTAG4.0820-4 / AUX-ESTAG4.1420-4 / AUX-ESTAG5.0820-4 / AUX-ESTAG5.1420-4 / AUX-ESTAG6.0820-4 / AUX-ESTAG6.1420-4 / AUX-ESTAG;Dylton do Vale Pereira Filho;258.0;15.0;1.0;0.0;14;
2444;;;EMC6711;01236;Introdução à Engenahria de Materiais*ENGENHARIA DE MATERIAIS [Semestral];;;;;;;2.1010-2 / CTC-CTC1133.0820-2 / CTC-CTC109;Aloisio Nelmo Klein;72.0;41.0;34.0;0.0;7;
2445;;;EMC6714;03236;Mecanismos de Deformação e Fratura*ENGENHARIA DE MATERIAIS [Semestral];;;;;;;3.1010-2 / CTC-CTC3065.0820-2 / CTC-CTC306;Professor Não Informado;72.0;40.0;32.0;0.0;8;
2446;;;EMC6715;03236;Metais Ferrosos e não Ferrosos*ENGENHARIA DE MATERIAIS [Semestral];;;;;;;2.0820-2 / CTC-CTC1095.1010-2 / CTC-CTC109;Antonio Pedro Novaes de Oliveira;72.0;40.0;32.0;0.0;8;
2447;;;EMC6716;03236;Materiais Poliméricos*ENGENHARIA DE MATERIAIS [Semestral];;;;;;;2.1010-2 / CTC-CTC1095.1620-2 / CTC-CTC109;Gean Vitor Salmoria;72.0;40.0;23.0;0.0;17;
2448;;;EMC6719;02236;Materiais e Microestruturas*ENGENHARIA DE MATERIAIS [Semestral];;;;;;;2.1830-2 / CTC-CTC3034.1830-2 / CTC-CTC303;Paulo Antonio Pereira Wendhausen;72.0;40.0;34.0;0.0;6;
2449;;;EMC6731;02236A;Caracterização Microestrutural de Materiais*ENGENHARIA DE MATERIAIS [Semestral];;;;;;;3.1010-2 / CTC-CTC1096.1330-2 / AUX-ALOCAR;Cristiano Binder;72.0;40.0;13.0;0.0;27;
2450;;;EMC6731;02236B;Caracterização Microestrutural de Materiais*ENGENHARIA DE MATERIAIS [Semestral];;;;;;;3.1010-2 / CTC-CTC1094.1420-2 / CTC-LAMATE;Cristiano Binder;72.0;40.0;27.0;0.0;13;
2451;;;ENR5002;10501;Agricultura Orgânica, Permacultura e Agricultura Urbana*AGRONOMIA;;;;;;;2.1330-3 / CCA-ENRB08;Antonio Augusto Alves PereiraPaul Richard Momsen Miller;54.0;20.0;16.0;0.0;4;
2452;;;ENR5004;10501;Cultivo Protegido e Hidroponia[Reservada Curso]*AGRONOMIA;;;;;;;6.1510-3 / CCA-AGR103;Jorge Luiz Barcelos Oliveira;54.0;35.0;19.0;0.0;16;
2453;;;ENR5006;10501;Avaliação do Desempenho Ambiental no Uso de Terras[Reservada Curso]*AGRONOMIA;;;;;;;5.0730-3 / CCA-AGR103;Luiz Renato Dagostini;54.0;25.0;12.0;0.0;13;
2454;;;ENR5007;10501;Avaliação da Fertilidade do Solo, Adubos e Adubações[Reservada Curso]*AGRONOMIA;;;;;;;4.0730-3 / CCA-AGR101;Darci Odilio Paul Trebien;54.0;15.0;15.0;0.0;LOTADA;
2455;;;ENR5100;01234;Fundamentos em Solos[Reservada Curso]*ENGENHARIA DE AQUICULTURA;;;;;;;4.0730-3 / CCA-AQI202;Luiz Renato DagostiniPaul Richard Momsen MillerSandro Luis Schlindwein;54.0;55.0;51.0;0.0;4;
2456;;;ENR5203;02501A;Agrometeorologia e Climatologia[Reservada Curso]*AGRONOMIA;;;;;;;5.0730-2 / CCA-AGR1055.1510-1 / CCA-AGR103;Rosandro Boligon Minuzzi;54.0;27.0;27.0;0.0;LOTADA;3.0
2457;;;ENR5203;02501B;Agrometeorologia e Climatologia[Reservada Curso]*AGRONOMIA;;;;;;;5.0730-2 / CCA-AGR1055.1620-1 / CCA-AGR103;Rosandro Boligon Minuzzi;54.0;27.0;26.0;0.0;1;
2458;;;ENR5204;03501A;Topografia e Georeferenciamento[Reservada Curso]*AGRONOMIA;;;;;;;5.0910-2 / CCA-AGR1045.1330-2 / CCA-AGR105;Paulo Cesar Poliseli;72.0;15.0;15.0;0.0;LOTADA;6.0
2459;;;ENR5204;03501B;Topografia e Georeferenciamento[Reservada Curso]*AGRONOMIA;;;;;;;5.0910-2 / CCA-AGR1046.1010-2 / CCA-AGR101;Paulo Cesar Poliseli;72.0;15.0;15.0;0.0;LOTADA;10.0
2460;;;ENR5205;02501A;Mineralogia, Gênese e Morfologia de Solos[Reservada Curso]*AGRONOMIA;;;;;;;2.1510-3 / CCA-AGR103;Sandro Luis Schlindwein;54.0;15.0;14.0;0.0;1;6.0
2461;;;ENR5205;02501B;Mineralogia, Gênese e Morfologia de Solos[Reservada Curso]*AGRONOMIA;;;;;;;3.1510-3 / CCA-AQI207;Sandro Luis Schlindwein;54.0;15.0;15.0;0.0;LOTADA;10.0
2462;;;ENR5302;03501;Física do Solo[Reservada Curso]*AGRONOMIA;;;;;;;2.0730-2 / CCA-AGR105;Luiz Renato Dagostini;36.0;55.0;55.0;0.0;LOTADA;1.0
2463;;;ENR5303;03501A;Química do Solo[Reservada Curso]*AGRONOMIA;;;;;;;4.0730-2 / CCA-AQI101;Cledimar Rogério Lourenzi;36.0;35.0;29.0;0.0;6;
2464;;;ENR5303;03501B;Química do Solo[Reservada Curso]*AGRONOMIA;;;;;;;4.1620-2 / CCA-AQI101;Cledimar Rogério Lourenzi;36.0;35.0;23.0;0.0;12;
2465;;;ENR5400;04234A;Topografia para Aquicultura*ENGENHARIA DE AQUICULTURA;;;;;;;3.1330-3 / CCA-AQI104;Darci Odilio Paul Trebien;54.0;15.0;15.0;0.0;LOTADA;1.0
2466;;;ENR5400;04234B;Topografia para Aquicultura*ENGENHARIA DE AQUICULTURA;;;;;;;3.0910-3 / CCA-AQI202;Darci Odilio Paul Trebien;54.0;15.0;5.0;0.0;10;
2467;;;ENR5405;04501;Hidrologia[Reservada Curso]*AGRONOMIA;;;;;;;4.1330-3 / CCA-AGR104;Luiz Carlos Pittol Martini;36.0;45.0;33.0;0.0;12;
2468;;;ENR5406;10501;Sensoriamento Remoto[Reservada Curso]*AGRONOMIA;;;;;;;3.1620-2 / CCA-AGR101;Luiz Carlos Pittol Martini;36.0;15.0;15.0;0.0;LOTADA;1.0
2469;;;ENR5407;04501A;Mecânica e Máquinas Agrícolas[Reservada Curso]*AGRONOMIA;;;;;;;4.0820-4 / CCA-AGR102;Alberto Kazushi Nagaoka;54.0;25.0;25.0;0.0;LOTADA;4.0
2470;;;ENR5407;04501B;Mecânica e Máquinas Agrícolas[Reservada Curso]*AGRONOMIA;;;;;;;5.0820-4 / CCA-AQI101;Alberto Kazushi Nagaoka;54.0;25.0;25.0;0.0;LOTADA;4.0
2471;;;ENR5512;01234;Hidrologia e Climatologia[Reservada Curso]*ENGENHARIA DE AQUICULTURA;;;;;;;4.1010-2 / CCA-AQI202;Luiz Carlos Pittol MartiniRosandro Boligon Minuzzi;36.0;55.0;53.0;0.0;2;
2472;;;ENR5514;05234;Mecanização para Aquicultura*ENGENHARIA DE AQUICULTURA;;;;;;;3.1330-4 / CCA-AQI102;Alberto Kazushi Nagaoka;72.0;24.0;16.0;0.0;8;
2473;;;ENR5515;05501A;Mecanização Agrícola[Reservada Curso]*AGRONOMIA;;;;;;;5.1420-3 / CCA-AGR102;Fernando Cesar Bauer;54.0;20.0;18.0;0.0;2;
2474;;;ENR5515;05501B;Mecanização Agrícola[Reservada Curso]*AGRONOMIA;;;;;;;4.1420-3 / CCA-ZDR102;Fernando Cesar Bauer;54.0;20.0;15.0;0.0;5;
2475;;;ENR5516;05501A;Classificação dos Solos[Reservada Curso]*AGRONOMIA;;;;;;;3.1330-3 / CCA-AGR103;Arcângelo Loss;54.0;25.0;19.0;0.0;6;
2476;;;ENR5516;05501B;Classificação dos Solos[Reservada Curso]*AGRONOMIA;;;;;;;2.0730-3 / CCA-AGR103;Arcângelo Loss;54.0;25.0;23.0;0.0;2;
2477;;;ENR5609;03234A;Desenho Técnico Rural*ENGENHARIA DE AQUICULTURA;;;;;;;6.0730-3 / CCA-AQI104;Jorge Luiz Barcelos Oliveira;54.0;15.0;14.0;0.0;1;
2478;;;ENR5609;03234B;Desenho Técnico Rural[Reservada Curso]*ENGENHARIA DE AQUICULTURA;;;;;;;6.0730-1 / CCA-AQI1046.1010-1 / CCA-AQI104;Jorge Luiz Barcelos Oliveira;54.0;55.0;2.0;0.0;53;
2479;;;ENR5610;05234;Hidráulica para Aquicultura*ENGENHARIA DE AQUICULTURA;;;;;;;2.0730-3 / CCA-AQI103;Jorge Luiz Barcelos Oliveira;54.0;30.0;13.0;0.0;17;
2480;;;ENR5611;06234;Construção Civil e Obras Hidráulicas*ENGENHARIA DE AQUICULTURA;;;;;;;3.1620-2 / CCA-AQI1035.1330-2 / CCA-AQI103;Sérgio Ricardo Rodrigues de MedeirosLeonardo de Brito Andrade;72.0;20.0;15.0;0.0;5;
2481;;;ENR5613;06501;Hidráulica[Reservada Curso]*AGRONOMIA;;;;;;;3.1010-2 / CCA-AGR105;Antonio Augusto Alves Pereira;36.0;55.0;28.0;0.0;27;
2482;;;ENR5614;06501A;Biologia e Fertilidade do Solo[Reservada Curso]*AGRONOMIA;;;;;;;4.1420-2 / CCA-AGR1025.1010-2 / CCA-AGR105;Paul Richard Momsen MillerPaulo Emilio Lovato;72.0;15.0;15.0;0.0;LOTADA;
2483;;;ENR5614;06501B;Biologia e Fertilidade do Solo[Reservada Curso]*AGRONOMIA;;;;;;;5.1010-2 / CCA-AGR1055.1620-2 / CCA-AGR101;Paulo Emilio LovatoPaul Richard Momsen Miller;72.0;15.0;12.0;0.0;3;
2484;;;ENR5614;06501C;Biologia e Fertilidade do Solo[Reservada Curso]*AGRONOMIA;;;;;;;5.1010-2 / CCA-AGR1056.1420-2 / CCA-AGR101;Paul Richard Momsen MillerPaulo Emilio Lovato;72.0;15.0;8.0;0.0;7;
2485;;;ENR5714;07501A;Manejo e Conservação dos Solos[Reservada Curso]*AGRONOMIA;;;;;;;5.1330-3 / CCA-ZDR202;Luiz Renato DagostiniJucinei Jose Comin;54.0;20.0;15.0;0.0;5;
2486;;;ENR5714;07501B;Manejo e Conservação dos Solos[Reservada Curso]*AGRONOMIA;;;;;;;6.0910-3 / CCA-AGR102;Luiz Renato DagostiniJucinei Jose Comin;54.0;20.0;13.0;0.0;7;
2487;;;ENR5813;04234;Ecologia do Solo*ENGENHARIA DE AQUICULTURA;;;;;;;3.1620-2 / CCA-AQI104;Paul Richard Momsen Miller;36.0;30.0;21.0;0.0;9;
2488;;;ENR5813;10501;Ecologia do Solo[Reservada Curso]*AGRONOMIA;;;;;;;3.1620-2 / CCA-AQI104;Paul Richard Momsen Miller;36.0;15.0;5.0;0.0;10;
2489;;;ENR5815;09501;Gestão e manejo Ambiental[Reservada Curso]*AGRONOMIA;;;;;;;2.0910-3 / CCA-AGR104;Luiz Carlos Pittol Martini;54.0;40.0;36.0;0.0;4;
2490;;;ENR5901;09501;Avaliação e Perícias no Imóvel Rural[Reservada Curso]*AGRONOMIA;;;;;;;4.1010-2 / CCA-AGR103;Paulo Cesar Poliseli;36.0;35.0;27.0;0.0;8;
2491;;;ENR5902;08501A;Irrigação e Drenagem[Reservada Curso]*AGRONOMIA;;;;;;;4.1420-1 / CCA-AGR1035.1420-2 / CCA-ENRB08;Antonio Augusto Alves Pereira;54.0;20.0;10.0;0.0;10;
2492;;;ENR5902;08501B;Irrigação e Drenagem[Reservada Curso]*AGRONOMIA;;;;;;;4.1420-1 / CCA-AGR1036.1010-2 / CCA-ENRB08;Antonio Augusto Alves Pereira;54.0;20.0;20.0;0.0;LOTADA;1.0
2493;;;ENR7306;02502A;Topografia Básica*ZOOTECNIA;;;;;;;4.1330-3 / CCA-ZDR101;Darci Odilio Paul Trebien;54.0;15.0;15.0;0.0;LOTADA;4.0
2494;;;ENR7306;02502B;Topografia Básica*ZOOTECNIA;;;;;;;5.0730-3 / CCA-ZDR201;Darci Odilio Paul Trebien;54.0;15.0;15.0;0.0;LOTADA;
2495;;;ENR7309;06501;Construções Rurais[Reservada Curso]*AGRONOMIA;;;;;;;6.0910-3 / CCA-AGR104;Sérgio Ricardo Rodrigues de Medeiros;54.0;40.0;34.0;0.0;6;
2496;;;ENR7310;07502;Instalações para Animais*ZOOTECNIA;;;;;;;4.1330-3 / CCA-ZDR202;Sérgio Ricardo Rodrigues de Medeiros;54.0;35.0;11.0;0.0;24;
2497;;;ENR7312;06502B;Mecanização para a Zootecnia*ZOOTECNIA;;;;;;;3.0820-4 / CCA-ZDR201;Fernando Cesar Bauer;72.0;37.0;22.0;0.0;15;
2498;;;ENR7314;08234;Instalações Elétricas para fins Rurais*ENGENHARIA DE AQUICULTURA;;;;;;;5.1510-3 / CCA-AQI102;Leonardo de Brito Andrade;54.0;20.0;8.0;0.0;12;
2499;;;ENR7314;10501;Instalações Elétricas para fins Rurais[Reservada Curso]*AGRONOMIA;;;;;;;5.1510-3 / CCA-AQI102;Leonardo de Brito Andrade;54.0;15.0;2.0;0.0;13;
2500;;;ENR7315;06502;Princípios de Edificações Rurais*ZOOTECNIA;;;;;;;4.1330-3 / CCA-ZDR103;Leonardo de Brito Andrade;54.0;35.0;15.0;0.0;20;
2501;;;ENR7404;05502;Bioclimatologia*ZOOTECNIA;;;;;;;4.0730-2 / CCA-ZDR102;Rosandro Boligon Minuzzi;36.0;35.0;30.0;0.0;5;
2502;;;ENR7501;01502;Fundamentos em Ciência do Solo*ZOOTECNIA;;;;;;;3.0820-2 / CCA-ZDR1016.0820-2 / CCA-ZDR101;Arcângelo LossCledimar Rogério LourenziSandro Luis SchlindweinLuiz Renato Dagostini;72.0;56.0;54.0;0.0;2;
2503;;;ENR7506;03502;Fertilidade do Solo*ZOOTECNIA;;;;;;;5.0820-2 / CCA-ZDR102;Cledimar Rogério LourenziPaulo Emilio Lovato;36.0;48.0;32.0;0.0;16;
2504;;;ENR7507;06502;Manejo do Solo*ZOOTECNIA;;;;;;;5.0730-2 / CCA-AGR101;Jucinei Jose Comin;36.0;30.0;20.0;0.0;10;
2505;;;ENS5101;05201A;Hidráulica*ENGENHARIA CIVIL;;;;;;;4.0820-2 / CTC-ENS2135.0730-3 / CTC-CTC305;Nadia Bernardi Bonumá;90.0;25.0;25.0;0.0;LOTADA;
2506;;;ENS5101;05201B;Hidráulica*ENGENHARIA CIVIL;;;;;;;5.1330-3 / CTC-CTC2026.1330-2 / CTC-CTC207;Professor Não Informado;90.0;25.0;13.0;0.0;12;
2507;;;ENS5101;07212;Hidráulica*ENGENHARIA DE PRODUÇÃO CIVIL;;;;;;;5.1330-3 / CTC-CTC2026.1330-2 / CTC-CTC207;Professor Não Informado;90.0;20.0;3.0;0.0;17;
2508;;;ENS5101;07212A;Hidráulica*ENGENHARIA DE PRODUÇÃO CIVIL;;;;;;;4.0820-2 / CTC-ENS2135.0730-3 / CTC-CTC305;Nadia Bernardi Bonumá;90.0;10.0;4.0;0.0;6;
2509;;;ENS5102;06201A;Hidrologia*ENGENHARIA CIVIL;;;;;;;4.0820-2 / CTC-ENS2115.1620-2 / CTC-CTC104;Patrícia Kazue Uda;72.0;40.0;13.0;0.0;27;
2510;;;ENS5102;06201B;Hidrologia*ENGENHARIA CIVIL;;;;;;;4.1010-2 / CTC-CTC3055.1010-2 / CTC-CTC207;Patrícia Kazue Uda;72.0;30.0;29.0;0.0;1;
2511;;;ENS5102;07230;Hidrologia*METEOROLOGIA;;;;;;;4.1010-2 / AUX-ALOCAR5.1010-2 / AUX-ALOCAR;Patrícia Kazue Uda;72.0;10.0;7.0;0.0;3;
2512;;;ENS5102;08212;Hidrologia*ENGENHARIA DE PRODUÇÃO CIVIL;;;;;;;4.1010-2 / CTC-CTC3055.1010-2 / CTC-CTC207;Patrícia Kazue Uda;72.0;21.0;6.0;0.0;15;
2513;;;ENS5106;09201A;Saneamento*ENGENHARIA CIVIL;;;;;;;5.1420-2 / CTC-CTC1106.1420-2 / CTC-EEL009;Flavio Rubens Lapolli;72.0;40.0;29.0;0.0;11;
2514;;;ENS5106;09201B;Saneamento*ENGENHARIA CIVIL;;;;;;;3.1010-2 / CTC-EPS0035.1010-2 / CTC-CTC201;Ana Clara Lazzari Franco;72.0;32.0;15.0;0.0;17;
2515;;;ENS5106;10212;Saneamento*ENGENHARIA DE PRODUÇÃO CIVIL;;;;;;;3.1010-2 / CTC-EPS0035.1010-2 / CTC-CTC201;Ana Clara Lazzari Franco;72.0;20.0;16.0;0.0;4;
2516;;;ENS5107;09211;Instalações Hidraulico-Prediais*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;3.0820-2 / CTC-CTC3055.0730-2 / CTC-CTC209;Professor Não Informado;72.0;48.0;34.0;0.0;14;
2517;;;ENS5107;10212;Instalações Hidraulico-Prediais*ENGENHARIA DE PRODUÇÃO CIVIL;;;;;;;3.0820-2 / CTC-CTC3055.0730-2 / CTC-CTC209;Professor Não Informado;72.0;15.0;11.0;0.0;4;
2518;;;ENS5122;10233;Elementos de Engenharia Ambiental*ENGENHARIA DE MATERIAIS;;;;;;;4.1420-2 / CTC-CTC205;Professor Não Informado;28.0;40.0;35.0;0.0;5;
2519;;;ENS5142;05211;Toxicologia Ambiental*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;2.0910-3 / CTC-CTC306;William Gerson Matias;54.0;20.0;18.0;0.0;2;
2520;;;ENS5146;07203;Introdução à Engenharia Ambiental*ENGENHARIA MECÂNICA;;;;;;;3.0820-2 / CTC-ENS213;Sebastiao Roberto Soares;36.0;50.0;29.0;0.0;21;
2521;;;ENS5159;07211;Sistema de Abastecimento de Água*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;4.1010-2 / CTC-ENS2156.1010-2 / CTC-ENS213;Ana Clara Lazzari Franco;72.0;45.0;32.0;0.0;13;
2522;;;ENS5165;08211;Planejamento dos Recursos Hídricos*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;5.0730-3 / CTC-CTC113;Pedro Luiz Borges Chaffe;54.0;40.0;30.0;0.0;10;
2523;;;ENS5171;10211;Trabalho de Conclusão de Curso de Engenharia Sanitaria II (TCC)*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;;Armando Borges de Castilhos Junior;72.0;45.0;25.0;0.0;20;
2524;;;ENS5173;06211;Controle da Poluição Atmosférica I*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;4.0730-2 / CTC-CTC3046.0730-2 / CTC-EPS001;Leonardo Hoinaski;72.0;50.0;14.0;0.0;36;
2525;;;ENS5176;08201;Fundamentos de Engenharia de Segurança*ENGENHARIA CIVIL;;;;;;;6.0730-3 / CTC-CTC304;Professor Não Informado;54.0;60.0;33.0;0.0;27;
2526;;;ENS5177;07211;Sistemas de Drenagem Urbana*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;3.1010-2 / CTC-ENS2155.1420-2 / CTC-CTC113;Alexandra Rodrigues Finotti;72.0;45.0;32.0;0.0;13;
2527;;;ENS5502;10211;Estágio Supervisionado em Engenharia Sanitária e Ambiental*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;;William Gerson MatiasPablo Heleno SezerinoKonrad Ziemowit MiotlinskiFlavio Rubens LapolliRejane Helena Ribeiro da CostaAlexandra Rodrigues FinottiDavide FrancoPatrícia Kazue UdaMaria Eliza Nagel HassemerMauricio Luiz SensPaulo Belli FilhoPedro Luiz Borges ChaffeLeonardo HoinaskiRodrigo de Almeida MohedanoNadia Bernardi BonumáMaria Elisa Magri;360.0;46.0;25.0;0.0;21;
2528;;;ENS5503;07211;Programa de Intercâmbio I*ENGENHARIA SANITÁRIA E AMBIENTAL;;;;;;;;Maria Elisa Magri;0.0;50.0;2.0;0.0;48;
